,movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors,companys,openYear
28032,19850027,불의 회상,Reminiscent Flame,1984,19850420,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '조명화'}],세경진흥(주),1985
28034,19850025,춤추는 청춘 대학,Dancing College Of Youth,1985,19850413,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김응천'}],국제,1985
28035,19850023,추억의 빛,The Light Of Recollection,1984,19850405,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '정지영'}],(주)동아수출공사,1985
28036,19850022,여자의 성,A Woman'S Castle,1984,19850405,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '문여송'}],한림영화,1985
28037,19850021,훔친 사과가 맛이 있다,The Stolen Apple Tastes Good,1984,19850330,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '김수형'}],한진흥업주식회사,1985
28038,19850020,이별없는 아침,Morning Without Parting,1985,19850330,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[],연방영화(주) ,1985
28039,19850016,사슴사냥,Deer Hunting,1984,19850323,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '노세한'}],(주)우진필림,1985
28040,19850018,여신의 늪,Swamp Of The Goddess,1984,19850323,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '심재석'}],대영영화주식회사,1985
28041,19850015,반노2,Ban-No 2,1984,19850316,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '김인수'}],한진흥업주식회사,1985
28042,19850014,철부지,A Child-Like Lady,1984,19850309,장편,개봉,한국,"가족,드라마,코미디",한국,가족,[{'peopleNm': '남기남'}],동아흥행㈜,1985
28043,19850013,먹다버린 능금,Half-Eaten Cherry Apple,1985,19850309,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '박용준 '}],남아진흥(주),1985
28044,19850009,양귀비,Yang-Gwi-Bi,1985,19850301,장편,개봉,한국,사극,한국,사극,"[{'peopleNm': '고응호'}, {'peopleNm': '오가준'}]",(주)동협상사,1985
28045,19850010,달빛 멜로디,Moonlight Melody,1984,19850301,장편,개봉,한국,"드라마,미스터리",한국,드라마,[{'peopleNm': '이황림'}],합동영화(주),1985
28046,19890043,회춘녀,Return To Youth,1989,19890808,장편,개봉,한국,"멜로/로맨스,사극",한국,멜로/로맨스,[{'peopleNm': '방순덕'}],스크린라인,1989
28047,19850011,사랑하는 사람아 3부,My Love 3,1984,19850303,장편,개봉,한국,"가족,드라마,멜로/로맨스",한국,가족,[{'peopleNm': '장일호'}],한진흥업주식회사,1985
28048,19890192,살로메의 계절,Year Of The Jellyfish,1984,19890701,장편,개봉,프랑스,드라마,프랑스,드라마,[],프랑스3시네마,1989
28049,19850006,흑삼귀,Three Dark Spirits,1985,19850216,장편,개봉,한국,"공포(호러),미스터리,액션",한국,공포(호러),[{'peopleNm': '남기남'}],대영영화주식회사,1985
28050,19850004,밤마다 천국,Heaven Night After Night,1984,19850202,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '김응천'}],대영영화주식회사,1985
28051,19850003,용호쌍권,The War Between Dragon And Tiger,1984,19850126,장편,개봉,한국,사극,한국,사극,[{'peopleNm': '최동준'}],세경영화㈜,1985
28052,19850001,바람난 도시,The City In Amour,1985,19850101,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '김양득'}],대영영화주식회사,1985
28054,19890069,25불의 인간,25 Dollar People,1989,19891104,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '김현명'}],인창영화(주),1989
28056,19900034,호스테스 미스고,Hostess Miss Koh,1990,19900908,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '박용준 '}],(주)한영필림,1990
28057,19820086,외팔이 여신용,The One-Armed Yeo Shin-Yong,1982,19821204,장편,개봉,한국,"사극,액션",한국,사극,"[{'peopleNm': '이혁수'}, {'peopleNm': '후쟁'}]",태창흥업,1982
28059,19890025,늑대의 호기심이 비둘기를 훔쳤다,The Wolf'S Curiosity Stole Pigeons,1988,19890422,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '송영수 '}],대영영화주식회사,1989
28060,19880098,데쓰 위시 3,Death Wish 3,1985,19880218,장편,개봉,미국,액션,미국,액션,[{'peopleNm': '마이클 위너'}],캐논 그룹,1988
28061,19870049,외계우뢰용,,1987,19870808,장편,개봉,한국,"SF,드라마,애니메이션",한국,SF,[{'peopleNm': '방순덕'}],해성흥업,1987
28062,19890160,영건,Young Guns,1988,19890512,장편,개봉,미국,액션,미국,액션,[{'peopleNm': '크리스토퍼 케인'}],이십세기폭스필름코퍼레이션,1989
28064,19880217,씨크릿 오브 요란다,Secret Of Yolanda,1982,19881210,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '요엘 실버그'}],골렌골로버스프로덕션,1988
28065,19870043,은하에서 온 별똥동자 1,,1987,19870717,장편,개봉,한국,"SF,드라마,애니메이션",한국,SF,[{'peopleNm': '석도원'}],남동흥업,1987
28071,20101399,심장이 뛴다,Heartbeat,2010,20110105,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '윤재근'}],(주)오죤필름,2011
28077,20110940,"노인, 간병인 그리고 K","The old man, The caregiver and K",2010,20110714,단편,기타,한국,"드라마,스릴러,가족,미스터리",한국,드라마,[{'peopleNm': '김원진'}],보이저1호,2011
28086,20070287,알게 될 거야,You Will Know,2007,20070702,단편,기타,한국,드라마,한국,드라마,[{'peopleNm': '김영제'}],한국예술종합학교 미디어콘텐츠센터,2007
28087,19830089,얼굴이 아니고 마음입니다,Not Looks But The Heart,1983,19831119,장편,개봉,한국,"드라마,코미디",한국,드라마,[{'peopleNm': '이형표'}],(주)동아수출공사,1983
28088,19890034,구로 아리랑,Guro Arirang,1989,19890701,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '박종원'}],(주)화천공사,1989
28091,20110004,돌아오는 길,The Way Back,2011,20110407,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '스티브 리'}],(주)웃기씨네,2011
28095,20040658,썸,Some,2004,20041022,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '장윤현'}],씨앤필름(주),2004
28100,19870026,성춘향,,1987,19870509,장편,개봉,한국,"멜로/로맨스,사극",한국,멜로/로맨스,[{'peopleNm': '한상훈 '}],화풍흥업,1987
28126,19820077,타인의 둥지,Another'S Nest,1982,19821120,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이기환'}],동아흥행㈜,1982
28130,20108611,전쟁이여 잘 있거라,Raid on Rommel,1971,19730428,장편,개봉,미국,"드라마,액션,전쟁",미국,드라마,[{'peopleNm': '헨리 해서웨이'}],유니버셜 픽쳐스,1973
28135,19738069,샤머스,Shamus,1973,19730324,장편,개봉,미국,"액션,범죄,미스터리",미국,액션,[{'peopleNm': '버즈 컬릭'}],콜럼비아 픽쳐스 코포레이션,1973
28137,20111787,샤프트,Shaft,1971,19730202,장편,개봉,미국,"드라마,액션,범죄,스릴러",미국,드라마,[{'peopleNm': '고든 파크스'}],메트로-골드윈-마이어,1973
28138,19688008,화니 걸,Funny Girl,1968,19721230,장편,개봉,미국,"드라마,멜로/로맨스,뮤지컬",미국,드라마,[{'peopleNm': '윌리엄 와일러'}],콜럼비아,1972
28139,20108650,센추리안,The New Centurions,1972,19721224,장편,개봉,미국,"드라마,범죄",미국,드라마,[{'peopleNm': '리차드 플레이셔'}],메트로-골드윈-마이어,1972
28141,20108635,안개속의 미행자,Catch Me a Spy,1972,19721118,장편,개봉,"영국,프랑스,미국",액션,영국,액션,[{'peopleNm': '딕 클레멘트'}],랭크 필름 오가니제이션,1972
28143,19718155,어둠속에 벨이 울릴 때,Play Misty for Me,1971,19721013,장편,개봉,미국,"드라마,스릴러",미국,드라마,[{'peopleNm': '클린트 이스트우드'}],유니버셜 픽쳐스,1972
28149,19698050,토파즈,Topaz,1969,19720902,장편,개봉,미국,"범죄,스릴러",미국,범죄,[{'peopleNm': '알프레드 히치콕'}],유니버셜 픽쳐스,1972
28153,20119147,하리케인 작전,Puppet on a Chain,1971,19720722,장편,개봉,영국,스릴러,영국,스릴러,[{'peopleNm': '제프리 리브'}],콜럼비아 픽쳐스 코포레이션,1972
28154,20108120,로빈슨가의 모험,Swiss Family Robinson,1960,19720721,장편,개봉,미국,"가족,어드벤처",미국,가족,[{'peopleNm': '켄 아나킨'}],월트 디즈니 픽쳐스,1972
28155,19678004,초대받지 않은 손님,Guess Who's Coming To Dinner,1967,19720622,장편,개봉,미국,"드라마,가족",미국,드라마,"[{'peopleNm': '스탠리 크래이머'}, {'peopleNm': '기옘 모랄레스'}]",콜럼비아 픽쳐스 코포레이션,1972
28156,20108110,캣트로,Catlow,1971,19720616,장편,개봉,"미국,영국","서부극(웨스턴),코미디",미국,서부극(웨스턴),[{'peopleNm': '샘 와나메이커'}],메트로-골드윈-마이어,1972
28159,20108115,대자연의 투쟁,The Hellstrom Chronicle,1971,19720525,장편,개봉,미국,"다큐멘터리,드라마",미국,다큐멘터리,[{'peopleNm': '왈론 그린'}],월트 디즈니 픽쳐스,1972
28160,20119140,렛드 로즈 특공대,Fathom,1967,19720513,장편,개봉,영국,"코미디,어드벤처",영국,코미디,[{'peopleNm': '레슬리 H. 마틴슨'}],이십세기폭스필름코퍼레이션,1972
28161,20108105,털보 대소동,Blackbeard's Ghost,1968,19720408,장편,개봉,미국,"코미디,가족,판타지",미국,코미디,[{'peopleNm': '로버트 스티븐슨'}],월트 디즈니 픽쳐스,1972
28162,20108101,쟝글왕 타잔,Tarzan's Three Challenges,1963,19720401,장편,개봉,"미국,영국","액션,어드벤처",미국,액션,[{'peopleNm': '로버트 데이'}],메트로-골드윈-마이어,1972
28163,19748202,대도적,Le Casse,1971,19720318,장편,개봉,"프랑스,이탈리아","액션,범죄,스릴러",프랑스,액션,[{'peopleNm': '앙리 베르누이'}],콜럼비아 픽쳐스 코포레이션,1972
28165,20119135,007 다이아몬드는 영원히,Diamonds Are Forever,1971,19720229,장편,개봉,영국,액션,영국,액션,[{'peopleNm': '가이 해밀튼'}],유나이티드 아티스트,1972
28166,20108097,SOS 대폭발,The Corrupt Ones,1967,19720226,장편,개봉,"프랑스,이탈리아,서독","드라마,범죄,어드벤처",프랑스,드라마,[{'peopleNm': '제임스 힐'}],워너 브러더스 픽쳐스,1972
28167,20108158,복서,The Great White Hope,1970,19720212,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '마틴 리트'}],이십세기폭스필름코퍼레이션,1972
28168,19708006,송 오브 노르웨이,Song Of Norway,1970,19720210,장편,개봉,미국,"뮤지컬,드라마",미국,뮤지컬,[{'peopleNm': '앤드류 L. 스톤'}],이십세기폭스필름코퍼레이션,1972
28170,20119133,영광이여 영원히,Winning,1969,19720101,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '제임스 골드스톤'}],유니버셜 픽쳐스,1972
28171,20108125,콘돌의 요새,Cannon for Cordoba,1970,19711210,장편,개봉,미국,서부극(웨스턴),미국,서부극(웨스턴),[{'peopleNm': '폴 웬드코스'}],유나이티드 아티스트,1971
28172,20108728,방랑의 나바죠 죠,Navajo Joe,1966,19711113,장편,개봉,"이탈리아,스페인",서부극(웨스턴),이탈리아,서부극(웨스턴),[{'peopleNm': '세르지오 코부치'}],유나이티드 아티스트,1971
28174,19998688,백작부인,A Countess from Hong Kong,1967,19711105,장편,개봉,미국,"멜로/로맨스,코미디",미국,멜로/로맨스,[{'peopleNm': '찰리 채플린 '}],유니버셜 픽쳐스,1971
28176,19638022,매드매드 대소동,It's A Mad Mad Mad Mad World,1963,19710821,장편,개봉,미국,"액션,가족,코미디,어드벤처",미국,액션,[{'peopleNm': '스탠리 크래이머'}],유나이티드 아티스트,1971
28180,19708049,솔저 블루,Soldier Blue,1970,19710529,장편,개봉,미국,"서부극(웨스턴),액션",미국,서부극(웨스턴),[{'peopleNm': '랄프 넬슨'}],에이브이씨오엠버시픽쳐스,1971
28181,19608108,4인의 무뢰한,The Plunderers,1960,19710528,장편,개봉,미국,"서부극(웨스턴),액션",미국,서부극(웨스턴),[{'peopleNm': '조세프 페브니'}],유나이티드 아티스트,1971
28183,19618054,암흑가의 신사,The George Raft Story,1961,19710515,장편,개봉,미국,드라마,미국,드라마,"[{'peopleNm': '조셉 뉴만'}, {'peopleNm': '조셉 M. 뉴먼'}]",유나이티드 아티스트,1971
28187,20050328,"안녕, 사요나라","Annyoung, Sayonara",2005,20051125,장편,개봉,"한국,일본",다큐멘터리,한국,다큐멘터리,"[{'peopleNm': '김태일'}, {'peopleNm': '가토 쿠미코'}]",민족문제연구소,2005
28188,19698124,천일의 앤,Anne Of The Thousand Days,1969,19710213,장편,개봉,영국,"드라마,사극",영국,드라마,[{'peopleNm': '찰스 재롯'}],유니버셜 픽쳐스,1971
28190,20108122,대탈옥,There Was A Crooked Man,1970,19710124,장편,개봉,미국,"서부극(웨스턴),코미디",미국,서부극(웨스턴),[{'peopleNm': '조셉 L. 맨케비츠'}],워너브러더스사㈜,1971
28194,19860112,델타포스 ,The Delta Force,1986,19860815,장편,개봉,미국,액션,미국,액션,[{'peopleNm': '메나헴 골란'}],골렌골로버스프로덕션,1986
28195,19758027,총알을 물어라,Bite The Bullet,1975,19761106,장편,개봉,미국,"액션,서부극(웨스턴),어드벤처",미국,액션,[{'peopleNm': '리차드 브룩스'}],콜럼비아 픽쳐스 코포레이션,1976
28207,19780077,오뎃사화일,The Odessa File,1974,19760131,장편,개봉,미국,"드라마,스릴러",미국,드라마,[{'peopleNm': '로날드 님'}],콜럼비아 픽쳐스 코포레이션,1976
28213,19758064,초인 사베지,Doc Savage,1975,19751224,장편,개봉,미국,"액션,어드벤처",미국,액션,[{'peopleNm': '마이클 앤더슨'}],워너 브러더스 픽쳐스,1975
28216,19748200,에어포오드 75,Airport 1975,1974,19750920,,개봉,미국,"드라마,액션",미국,드라마,[{'peopleNm': '잭 스마이트'}],유니버셜 픽쳐스,1975
28217,19708127,돌아온 드라큐라,Dracula AD 1972,1972,19750621,장편,개봉,영국,공포(호러),영국,공포(호러),[{'peopleNm': '알란 깁슨'}],워너 브러더스 픽쳐스,1975
28224,19740087,007 제9편 : 황금총을 가진 사나이,The Man With The Golden Gun,1974,19750131,장편,개봉,영국,"액션,어드벤처",영국,액션,[{'peopleNm': '가이 해밀튼'}],유나이티드 아티스트,1975
28232,19770083,사랑은 영원히               ,The Great Waltz,1972,19740928,장편,개봉,미국,"드라마,뮤지컬",미국,드라마,[{'peopleNm': '앤드류 L. 스톤'}],메트로-골드윈-마이어,1974
28233,20108772,공포의 드라큐라,Bram Stokens Dracula,1973,19740815,장편,개봉,영국,"공포(호러),드라마",영국,공포(호러),[{'peopleNm': '댄 커티스'}],댄 커티스 프로덕션,1974
28234,19770082,이것이 법이다,Magnum Force,1973,19740815,장편,개봉,미국,"범죄,스릴러,액션",미국,범죄,[{'peopleNm': '테드 포스트'}],워너브러더스사㈜,1974
28235,20108619,비오는 날 다시한번,Changed Yesterday,1972,19740609,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '마크 로빈슨'}],유니버셜 픽쳐스,1974
28239,19730066,007 제8편 : 죽느냐 사느냐,Live and Let Die,1973,19740101,장편,개봉,미국,"범죄,액션",미국,범죄,[{'peopleNm': '가이 해밀튼'}],이온 프로덕션,1974
28247,20108648,잠자는 숲속의 공주,Sleeping Beauty,1959,19730725,장편,개봉,미국,"판타지,애니메이션,뮤지컬",미국,판타지,[{'peopleNm': '클라이드 제로니미'}],월트 디즈니 픽쳐스,1973
28249,19870060,키위새의 겨울,,1987,19870919,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김현명'}],삼진필림,1987
28262,20090143,경찰+칠득이와 너털도사,"The Police, Chil-Duk, And Buddhist Monk Neo-Teol",1989,19900108,장편,개봉,한국,"액션,코미디",한국,액션,[{'peopleNm': '왕룡'}],한성기획,1990
28270,19830020,귀타귀 2-인혁인/귀타귀(속),Fights Among Ghosts (Sequel),1982,19830101,장편,개봉,한국,"공포(호러),사극,코미디,판타지",한국,공포(호러),"[{'peopleNm': '김정용'}, {'peopleNm': '신위균'}]",(주)동아수출공사,1983
28272,19830121,그로잉 업 ,Growing Up,1983,19830505,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '보아즈 데이비슨'}],골렌골로버스프로덕션,1983
28274,19870018,나는 다시 살고 싶다,,1984,19870328,장편,개봉,한국,드라마,한국,드라마,[],신한영화(주),1987
28276,19880035,나신들,Naked,1988,19880618,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '나영균'}],(주)삼도필림,1988
28278,19900150,나의 성공의 비밀,The Secret Of My Success,1987,19900303,장편,개봉,미국,코미디,미국,코미디,[{'peopleNm': '허버트 로스'}],라스타 픽쳐스,1990
28286,19820099,나인 투 화이브,Nine To Five,1980,19820101,장편,개봉,미국,"드라마,코미디",미국,드라마,[],이십세기폭스필름코퍼레이션,1982
28287,19860092,나인하프위크 ,Nine 1/2 Weeks,1986,19860209,장편,개봉,미국,"성인물(에로),드라마",미국,성인물(에로),[],메트로-골드윈-마이어,1986
28288,19900075,난 깜짝놀랄 짓을 할거야,I'M Gonna Do Something Shocking,1990,19900929,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이규형'}],(주)서울연예,1990
28289,19870009,난운,,1987,19870219,장편,개봉,한국,"사극,액션",한국,사극,[{'peopleNm': '고응호'}],신한영화(주),1987
28290,19780002,난중일기,A War Diary,1977,19780121,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '장일호'}],한진흥업주식회사,1978
28291,19860019,날개달린 녀석들,Those With Wings,1986,19860401,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '차성호'}],한림영화,1986
28292,19820031,날마다 허물벗는 꽃뱀,The Flower Snake That Sheds Its Skin Every Day,1982,19820411,장편,개봉,한국,"드라마,범죄",한국,드라마,[{'peopleNm': '강대선'}],(주)삼영필림,1982
28293,19840056,남과 북,North And South,1984,19841026,장편,개봉,한국,"드라마,전쟁",한국,드라마,[{'peopleNm': '김기'}],한림영화,1984
28295,19900032,남자시장,Man Market,1990,19900602,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '유진선'}],(주)성일씨네마트,1990
28296,19860041,납자루떼,Napjarute,1986,19860621,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '서세원'}],신한영화(주),1986
28298,19810016,내 모든 것 빼앗겨도,Even If You Take Everything,1981,19810704,장편,개봉,한국,"가족,드라마,멜로/로맨스",한국,가족,[{'peopleNm': '박호태'}],우성사,1981
28299,19810051,내 이름은 마야,My Name Is Maya,1981,19811210,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김응천'}],(주)우진필림,1981
28300,19830088,내 인생은 나의 것,My Life Is Mine,1983,19831119,장편,개봉,"한국,미국","가족,드라마",한국,가족,[{'peopleNm': '이형'}],대양필름(주),1983
28301,19840030,내가 마지막 본 흥남,Heungnam City That I Saw Last,1984,19840414,장편,개봉,한국,"가족,드라마,전쟁",한국,가족,[{'peopleNm': '고영남'}],(주)우진필림,1984
28302,19890020,내사랑 동키호테,"My Love, Don Quixote",1989,19890401,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '석래명'}],예필림,1989
28304,19820014,내이름 쌍다리,My Name Is 'Twin Legs',1982,19820214,장편,개봉,한국,"드라마,범죄",한국,드라마,[],대영영화주식회사,1982
28306,19820088,내일은 야구왕,With Hope For Future Baseball King,1982,19821212,장편,개봉,한국,"가족,드라마",한국,가족,[{'peopleNm': '김정일 '}],남아진흥(주),1982
28307,19890035,내친구 제제,"My Friend, Je-Je",1989,19890715,장편,개봉,한국,"가족,드라마",한국,가족,[{'peopleNm': '이세룡'}],(주)우진필림,1989
28308,19870076,냉혈자,,1987,19871121,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '왕호'}],(주)두손필름,1987
28309,19840001,너무합니다,Gone Too Far,1984,19840101,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '남석훈'}],한진흥업주식회사,1984
28310,19870078,너와 나의 비밀일기,,1987,19871205,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '박태영'}],동보흥행(주),1987
28313,19810046,노상에서,On The Road,1981,19811121,장편,개봉,한국,"드라마,미스터리,범죄,스릴러",한국,드라마,[{'peopleNm': '남기남'}],대영영화주식회사,1981
28317,19830059,뇌권,Nwoi Fighting Technique,1983,19830604,장편,개봉,한국,"사극,액션",한국,사극,[{'peopleNm': '김시현'}],화풍흥업,1983
28318,19890079,누가 꽃밭에 불을 지르랴,Nuga Ggoch-Bat-E Buleul Jireurya,1989,19891125,장편,개봉,한국,"드라마,미스터리",한국,드라마,[{'peopleNm': '김수형'}],한국영화배급㈜,1989
28320,19860042,눈짓에서 몸짓까지,With Her Eyes And Body,1986,19860621,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '고영남'}],(주)대종필름,1986
28321,19880044,뉴머신 우뢰메 5탄,New Machine Wuroimae (Part 5),1988,19880716,장편,개봉,한국,"SF,액션",한국,SF,[{'peopleNm': '김청기'}],(주)서울동화엔터프라이즈 ,1988
28323,19900010,늪속의 여촌장,Female Leader Of The Forrest,1990,19900407,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '최재원'}],데니필름,1990
28324,19860046,늪에서 늪으로,From Swamp To Swamp,1986,19860712,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '박옥상'}],(주)화천공사,1986
28325,19830071,다른 시간 다른 장소,A Different Time And A Wrong Place,1983,19830819,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '조명화'}],(주)화천공사,1983
28326,19880193,다이 하드,Die Hard,1988,19880924,장편,개봉,미국,액션,미국,액션,[{'peopleNm': '존 맥티어난'}],이십세기폭스필름코퍼레이션,1988
28327,19900341,다이 하드 2,Die Hard 2,1990,19901201,장편,개봉,미국,액션,미국,액션,[],고든컴퍼니,1990
28331,19890073,단단한 놈,The Solid Man,1989,19891111,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '황태현'}],(주)다모아필름,1989
28332,19870020,달래내 보슬이,,1987,19870404,장편,개봉,한국,"성인물(에로),사극",한국,성인물(에로),[{'peopleNm': '조명화'}],세진영화(주),1987
28334,19870015,달빛 사냥꾼,,1986,19870314,장편,개봉,한국,"드라마,미스터리",한국,드라마,[{'peopleNm': '신승수'}],세원필림,1987
28335,19860010,달빛타기,Riding The Moonlight,1986,19860301,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이영실 '}],화풍흥업,1986
28336,19890063,달아난 말,Speeding Horse,1989,19891014,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '유진선'}],고려영화(주),1989
28337,19890009,담다디,Damdadi,1989,19890225,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김응천'}],대경필름,1989
28339,19830057,당신은 나쁜 사람,You Are A Bad Person,1983,19830604,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '문여송'}],우성사,1983
28340,19880072,당신은 안개꽃,You Are A Flower,1988,19881203,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '정희철 '}],팀포커스,1988
28341,19880075,대남,Dae-Nam,1988,19881210,장편,개봉,한국,"드라마,액션",한국,드라마,[{'peopleNm': '김시현'}],효동흥업,1988
28348,19940048,대통령의 딸,The President'S Daughter,1994,19940430,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '이영실 '}],우리필름,1994
28349,19860118,대특명/부르다크,Missing In Action,1984,19860906,장편,개봉,미국,"액션,전쟁",미국,액션,[{'peopleNm': '조셉 지토'}],캐논 그룹,1986
28350,19840043,대학 괴짜들,College Screwballs,1984,19840712,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김응천'}],대영영화주식회사,1984
28351,19830094,대학들개,College Wild Dogs,1983,19831209,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김응천'}],(주)동협상사,1983
28352,19830030,대학신입생 오달자의 봄,"The Spring Of Oh Dal-Ja, A College Freshman",1983,19830226,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김응천'}],연방영화(주) ,1983
28353,19900082,대학촌의 달빛,The Moonlight Over University Town,1990,19901117,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '노세한'}],대영영화주식회사,1990
28354,19810001,대형출도,Dae-Hyung Appears,1981,19810208,장편,개봉,한국,"사극,액션",한국,사극,[{'peopleNm': '곽소동'}],(주)동협상사,1981
28359,19890104,더티플레이,The Body Is Willing,1983,19890204,장편,개봉,홍콩,드라마,홍콩,드라마,[],골든하베스트,1989
28360,19840073,더티해리 4-써든 임팩트/서든 임팩트,Sudden Impact,1983,19840505,장편,개봉,미국,액션,미국,액션,[{'peopleNm': '클린트 이스트우드'}],더 말파소 컴퍼니,1984
28361,19900167,더플라이 2,The Fly Ⅱ,1989,19900405,장편,개봉,미국,"SF,공포(호러)",미국,SF,[],브룩스필름즈,1990
28363,19880142,데스티니,Destiny,1988,19880618,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '그레고리 나바'}],얼라이브필름즈,1988
28364,19790042,도깨비 감투,,1979,19790728,장편,개봉,한국,"가족,애니메이션,판타지",한국,가족,[{'peopleNm': '박승철'}],한진흥업주식회사,1979
28366,19810049,도시로 간 처녀,The Maiden Who Went To The City,1981,19811203,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김수용'}],태창엔터테인먼트(주),1981
28367,19900039,도시의 상처,The Wound Of The City,1990,19900602,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '이길주'}],데니필름,1990
28370,19880022,독불장군,A Self-Righteous Man,1987,19880409,장편,개봉,한국,"드라마,액션,전쟁",한국,드라마,[{'peopleNm': '최기풍'}],삼진필림,1988
28373,19910019,돈아 돈아 돈아,"Money, Money, Money",1991,19910504,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '유진선'}],(주)극동스크린,1991
28375,19830004,돌아온 소림사 주방장,The Return Of The Shaolin Chef,1983,19830305,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '김정용'}],우성사,1983
28376,19900102,돌아온 손오공,Son-Oh-Gong Returned,1990,19900101,장편,개봉,한국,"SF,액션,어드벤처,판타지",한국,SF,[{'peopleNm': '은희복'}],(주)키네마서울,1990
28377,19820007,돌아온 쌍용,The Return Of Twin Dragons,1981,19821129,장편,개봉,한국,"사극,액션",한국,사극,[{'peopleNm': '남기남'}],한림영화,1982
28379,19830032,돌아온 용팔이,Yong-Pal Has Returned,1983,19830301,장편,개봉,한국,"드라마,액션",한국,드라마,[{'peopleNm': '박노식'}],신한영화(주),1983
28380,19870120,돌아온 터미네이터 ,Return Of The Terminater,1986,19870816,장편,개봉,미국,"SF,액션",미국,SF,[],내쇼날시네마트레픽,1987
28385,19900030,동경 아리랑,Tokyo Arirang,1990,19900908,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '손창호'}],㈜빅씨이벤트,1990
28386,19870053,동녀,,1987,19870829,장편,개봉,한국,드라마,한국,드라마,[],양전흥업,1987
